0.067565,-0.60604,0.7303,-0.91142,0.54785,-0.49078,-0.39568,-0.24042,-0.093761,0.23572,-0.22858,0.58908,0.2412,0.11087,0.16731,0.70365,0.4861,-0.52815,0.48219,-0.45274,0.3095,1.0163,0.18462,-1.1761,0.13782,-0.16008,-0.20431,0.11711,0.32287,0.18002,0.96717,0.58336,0.23398,0.31558,-0.38945,-0.47601,-1.6258,-0.18424,-0.15056,0.27794,-0.14783,-0.12212,-0.68053,0.88898,0.59106,0.10785,-0.32487,-0.34067,-0.73203,0.5094,0.44452
0.15862,-0.17355,-0.54885,0.34334,0.1286,0.21159,0.77532,0.99067,0.88782,0.93935,-0.65455,0.2941,-0.29206,0.25202,-0.072855,-0.019954,-0.68536,0.55608,0.64984,0.66039,-0.54303,-0.083523,0.24116,-0.25002,0.67838,-0.29983,-0.21635,0.010171,0.28674,-0.50572,0.14727,0.57953,-0.76714,-0.91136,0.2169,-0.45993,-0.56816,0.63271,-0.14698,0.58937,-0.26494,0.17708,0.62351,-0.48481,-0.90786,-0.21081,-0.31414,-0.055105,-0.69396,0.12482,0.62034
0.091646,-0.13479,-0.42105,-1.0069,0.68123,-0.39931,-0.37327,0.63169,-0.085795,-0.29464,-0.12767,-0.11967,0.25497,-0.11488,1.173,0.59418,-0.19917,-0.26408,0.092831,0.40232,0.66947,-0.31757,-0.24188,-0.022094,-0.67567,0.064505,0.69768,0.15831,-0.38001,0.17162,1.1435,0.52357,0.085484,-0.19259,0.57846,-0.12658,-0.72302,0.96528,-0.095094,-0.48058,0.84973,-0.18021,-0.30324,-0.062423,0.26923,0.47179,-0.38543,-0.41745,0.045278,0.17913,-0.27325
0.1379,-0.10477,-0.24383,0.36042,1.1682,-0.37037,0.24417,0.41127,0.28352,1.0273,-0.35492,-0.091429,-0.063679,0.84855,-0.43567,-0.40414,-0.29191,0.82893,0.41918,0.37415,-0.43513,0.24187,0.1958,0.87989,1.4532,-0.65983,-1.3297,0.59472,0.039928,-0.79363,0.12066,0.23705,-0.031875,0.28358,-0.77535,-0.099266,-0.49292,0.19371,-0.584,-0.94923,-0.43506,0.40829,0.522,-0.01289,-1.6986,0.17016,0.5901,-0.063945,0.57335,-0.27899,1.1669
0.080297,-0.063183,-0.19155,-0.098321,0.63359,0.65854,-0.57028,-0.31652,0.30944,-0.051458,-0.54899,-0.34101,1.0646,-0.26089,-0.53801,0.014828,0.47501,0.048605,-0.65582,0.49695,0.095046,0.053488,0.61772,0.83064,-0.49934,-0.1165,-0.029226,-0.40231,-0.75911,-0.02545,-0.62305,-0.27441,0.73628,0.017613,0.55629,0.11769,0.90982,0.18929,0.56731,-0.91445,-0.14769,-0.55059,-0.4604,-0.67688,0.34168,0.39213,0.34353,0.23775,1.3773,-0.47477,0.2766
0.0097219,1.4093,-0.17215,-0.4554,0.5895,0.58604,0.3282,-0.79908,0.30274,-0.10356,-0.12723,-0.77383,0.058779,-0.085268,-0.48174,-0.2067,-0.10515,-0.083558,-0.28417,0.48502,-0.41028,-0.41034,-0.45058,0.77419,-0.677,0.010331,-0.43527,-0.83984,-0.7089,1.3089,-0.71036,-0.16012,0.25113,-0.043701,0.41307,0.54098,-0.089596,0.48944,0.27435,0.044717,-0.16489,-0.52366,-0.3037,-0.36758,-0.4682,0.26335,0.42426,-0.6242,0.78908,0.44017,-1.5428
-0.080866,0.078779,0.0069623,-0.33703,0.32542,-0.018901,-0.7487,-0.64873,-0.80498,-0.64368,0.52639,-0.092275,0.074768,0.32978,0.19182,0.19233,0.53406,-0.38996,-0.53356,-0.61445,0.36667,0.45494,0.0069765,0.29012,-0.51955,0.36037,-0.29333,-0.61197,-0.34452,-0.24203,-0.16077,0.11712,0.22314,1.1016,-1.1736,0.70201,-0.72385,-0.31851,-0.22003,-0.45473,0.50899,-0.1788,0.32633,0.86697,-0.16142,-0.30939,0.80827,-0.3763,0.39764,-0.47287,0.58731
-0.016594,-0.28498,-0.70834,0.089265,0.42563,-1.2399,-1.2479,1.4147,-0.62339,0.52499,-1.0717,0.62713,-0.54989,1.0117,1.2652,-0.51216,0.15838,0.31225,-0.89159,-0.4909,0.9265,0.58613,0.90793,0.16587,-0.098588,0.18327,0.37137,0.86595,0.37479,-0.42414,1.094,-0.010238,0.58372,0.29346,-0.22783,-0.61247,-0.53471,0.20394,-0.24683,-1.3733,0.88377,0.25927,0.16842,0.3162,-0.57502,-0.11267,0.37598,1.0092,0.53687,0.26088,1.7091
-0.015347,-0.024029,0.32589,-0.16322,0.41556,-1.1718,-0.78956,0.3865,-0.82158,-0.27836,-0.38228,0.25861,0.1063,0.70794,0.75267,-0.25089,1.0957,-0.33043,-0.41364,-0.87862,0.44687,1.3808,0.56211,-0.20061,0.21938,-0.074578,-0.56336,0.52628,0.32216,-0.22129,0.97544,-0.15165,0.503,0.8256,-1.7153,0.10106,-1.0912,-0.63394,-0.24628,-1.689,0.17058,0.18133,-0.16376,0.43153,-0.38139,-0.16495,0.67953,-0.020793,0.58616,0.043317,1.7064
-0.088001,-0.9177,0.27754,-0.24974,-0.60937,0.42162,0.84222,-0.063905,-0.089969,0.57698,-0.14269,1.1332,-0.40852,-0.58817,-0.5784,0.43927,-0.144,-0.093724,0.22254,0.68266,0.37979,-0.2899,-0.074592,-0.45985,0.10722,-0.83289,0.17414,-0.077736,0.22742,-0.60011,0.31133,0.57748,-0.5845,-0.55354,1.0976,-0.59276,-0.13869,0.30141,-0.025412,0.5304,-0.21664,-0.065554,-0.68318,0.59965,0.62941,0.17431,-0.75923,-0.84431,-1.0858,0.79249,-1.1385
