0.26948,-1.8419,-0.60814,1.2523,-0.34488,-0.65304,-0.30739,0.58093,-1.2148,-0.085313,0.5736,0.079304,0.79681,-1.0781,-0.34253,0.43994,-0.66337,-0.025079,0.27741,-0.37881,-0.39536,0.98985,0.9633,0.20659,-1.891
0.029807,0.0067616,-0.066959,0.021949,-0.023987,-0.011656,0.018866,0.071906,-0.07307,0.092409,0.067966,-0.011109,0.063089,-0.039448,0.0020805,0.047796,-0.022767,-0.044466,-0.045163,0.015719,-0.010821,-0.010182,0.09107,0.05543,-0.054891
0.085338,-0.083983,-0.090566,-0.055459,-0.039136,-0.025487,0.066598,0.084042,-0.082985,-0.017203,0.085125,-0.052724,-0.086073,-0.093748,-0.053275,0.032996,-0.070038,0.038876,-0.0219,-0.026223,0.088007,-0.078463,-0.046484,-0.016624,0.038796
0.047173,-0.087994,0.053521,-0.034819,-0.016271,-0.0784,-0.028655,-0.070491,-0.037229,0.084898,0.051389,0.061129,-0.073286,-0.056442,0.017616,-0.093097,-0.043408,0.030611,-0.05693,0.035333,-0.074711,-0.010084,-0.070954,0.0037537,-0.046272
-0.064662,-0.01495,0.011185,-0.037846,0.044746,-0.030358,-0.086641,-0.017607,-0.033792,-0.027099,-0.084786,0.047251,-0.079929,-0.039523,-0.015891,0.038089,-0.051578,0.056881,0.049615,-0.030304,-0.051256,0.039726,-0.017788,0.084739,0.029236
-0.075397,0.053292,0.03771,-0.075757,-0.056185,0.081907,-0.055926,-0.086851,0.0081151,-0.093439,0.01434,-0.010312,0.065682,0.018208,-0.084686,0.035731,-0.07055,0.083916,-0.087611,0.039023,0.051552,0.038094,-0.020153,0.074858,-0.0058095
0.022009,-0.06997,0.065139,-0.020058,0.078162,0.046985,-0.051417,-0.062134,-0.074676,-0.043278,-0.053775,-0.052826,-0.011302,-0.032085,0.062706,0.016148,0.071742,0.043828,0.036951,0.06811,-0.060123,-0.071606,-0.0087796,-0.041113,0.03213
-0.049602,-0.054121,0.023585,0.022934,0.092623,0.098021,0.038581,0.053253,-0.028571,-0.071132,0.04901,0.03736,0.095444,0.060572,0.086173,-0.064514,0.037891,-0.040385,0.00089967,-0.0030903,0.011362,0.085802,-0.014862,-0.074057,0.053719
-0.026293,-0.00054025,-0.039142,0.023292,0.0671,0.029702,-0.0015602,0.081024,-0.024732,-0.09018,-0.086708,0.050168,0.091783,0.046865,-0.040329,0.040375,-0.076532,0.080108,0.046493,-0.07246,-0.021925,0.08514,-0.055361,-0.039993,-0.083832
-0.068443,-0.080366,0.04037,-0.081333,0.0046469,0.056906,-0.080684,0.035048,-0.01001,-0.018481,0.021613,0.086775,-0.067328,-0.057167,0.075576,-0.084322,-0.079607,0.018412,-0.092119,-0.081104,-0.023319,0.0066655,-0.051129,-0.020985,0.078082
