-0.6627,-0.015251,-1.4947,-1.1891,-1.6558,0.91689,0.6085,0.39805,-0.16314,0.28338,-1.3413,-2.4919,-2.5797,-0.74268,0.072929,0.95139,-1.1998,0.80208,-1.4535,0.11236,-0.34041,-0.20967,1.1952,1.773,1.9523,-2.6976,-1.3733,0.11868,-0.61201,0.31104,0.58872,0.23549,0.31969,-0.61749,-1.1818,1.1681,-0.59564,0.61294,-1.1709,1.3822,-1.8743,-0.62987,-1.2615,-0.85798,1.8952,0.39786,0.16216,-1.4589,0.12304,-1.8597,-0.090589
-0.81009,0.75649,1.1976,-0.72436,1.0358,-1.2948,-1.6653,-1.3267,0.74931,1.3049,-0.21162,-0.11434,-0.25034,0.36161,-0.65775,-2.817,-1.2001,1.1144,-0.60771,-0.48761,-0.8973,-0.70562,-2.1057,-1.6958,2.0264,0.69093,0.41434,-2.806,0.54922,-1.3345,0.60169,-2.0441,1.7502,0.60465,0.59319,-2.4348,2.1077,-0.9188,-0.029051,2.7992,-2.2738,0.087865,-1.3172,0.35833,0.20824,1.1938,-1.4111,-1.8453,-1.8545,0.037727,-1.8547
-0.77723,-1.63,-1.6294,0.17555,-2.3497,-0.78839,0.79911,-1.1271,-1.3394,-2.0763,-1.393,1.2099,0.26273,-0.76723,-1.6134,-1.9292,-0.43882,1.6235,1.0391,0.7061,-1.5736,-0.27865,-1.0184,-2.0994,-0.36611,0.67639,-0.89469,0.8909,-1.3526,-2.3407,0.49339,1.483,-0.58137,-1.2139,-0.74883,1.083,2.8398,1.2328,0.46121,-2.1705,-0.64929,-1.6085,1.0075,-1.0589,2.2748,0.26046,1.4656,-0.46718,-1.4935,0.39814,-0.57109
-0.23193,0.83268,0.011355,-0.10266,-0.99668,-0.46959,-0.26112,-2.2388,-1.3012,-1.7334,3.1043,-0.35629,0.19621,1.4699,0.6261,0.38136,0.76872,-1.0797,-1.2367,-0.90596,0.92421,-2.3416,-1.2946,-2.021,-0.7134,0.61183,1.7081,0.7416,-0.088962,0.28839,-0.80624,-1.6819,-1.7372,0.64335,1.4426,1.5147,-1.1028,0.33925,-4.3713,-0.95554,-0.5191,-0.88758,-1.9899,-1.161,-0.74636,0.88078,-3.2309,0.32345,2.3314,-1.033,-0.89977
-0.74693,-0.68188,-0.17075,0.81159,0.80925,1.3308,1.794,-0.46274,-1.1814,-2.1779,-0.77921,-0.88648,-1.4077,-1.8019,-0.13475,0.63607,-0.041534,-1.3613,0.93939,0.22332,-0.59808,-2.6408,1.6328,1.0136,0.44501,-4.2232,1.7188,2.3083,0.35254,-0.15084,1.2369,0.86286,-1.8367,-1.2964,-1.7223,-3.1727,-0.46193,0.33412,-0.48884,-1.5881,0.003097,-0.86811,0.29891,1.1242,-1.3926,0.8352,-1.4179,-1.0656,-1.7787,-1.9806,2.1896
-1.1986,1.5226,-0.98453,1.1189,-0.21416,-0.88124,-0.67295,1.5498,0.48533,1.7446,-1.1237,-2.3124,0.18787,0.12887,0.048866,0.89377,-1.8198,-1.136,0.76815,1.4505,-0.061176,1.4044,1.5826,-0.83787,-0.42648,1.1875,-0.49096,-2.7881,-1.3108,0.015943,-0.60063,-1.6562,-1.3524,0.48004,-0.47279,-1.5392,-0.80036,-2.0857,-1.6257,-1.0907,1.1931,0.72417,-0.26323,-0.97073,-1.1863,-1.3172,-1.8944,-2.0652,0.62206,-2.8461,0.42009
-0.56621,-2.2434,-0.1254,-0.4502,0.35259,1.2836,-2.3692,-0.20893,1.7431,-1.0321,-0.47956,0.75777,0.0091692,-0.31481,-0.84151,-0.69896,1.1709,-2.0036,-3.2846,-2.3636,1.4827,1.431,-3.0164,2.0438,-1.7194,-2.0153,-1.3566,-0.30806,-0.43787,0.8249,-0.60979,-0.8037,-1.1694,-0.59837,-0.59439,3.0349,-0.14994,-0.40262,-0.54682,0.31566,-1.0238,-0.44127,0.45126,-1.8195,1.0634,-0.33208,0.63514,0.8522,1.5478,1.5217,-0.35976
-0.91643,-1.3206,-1.363,-2.2429,-0.049365,-0.00035003,0.98517,0.3761,-3.1758,-1.1392,-1.6939,-0.19667,-0.33882,0.58862,1.9419,1.7035,-3.3059,0.77858,-0.49454,-1.4986,-0.6073,-2.5155,0.18296,-1.6523,-1.8643,1.5639,-0.93516,-0.24373,0.062845,0.7454,-1.6489,0.87229,1.2795,-1.8845,0.27472,-0.49088,-2.7117,-0.36387,0.71846,1.5839,0.56861,1.4088,-1.5113,0.7946,-1.9814,-1.07,0.81922,-0.37297,-2.7192,2.7771,-0.92635
-0.64557,-1.1653,0.96604,-1.7167,-0.60311,-1.8889,-2.251,-1.1486,-2.6574,-0.90754,1.2994,0.58804,-0.45821,-0.9523,1.1135,0.46153,2.9589,0.3816,-0.67868,0.38053,-3.0159,-0.548,-0.58849,2.67,-1.1142,1.3462,-1.8506,-0.13318,0.40412,-1.3328,-0.92519,0.24137,0.46426,-1.0516,0.20753,0.63038,-2.3086,-2.7577,2.2962,-2.1672,-0.034856,-0.065133,-1.9125,0.19973,-1.6102,-0.88094,1.2516,2.3296,-0.14033,-1.9367,-0.66144
-0.75783,0.080888,0.12142,0.47479,0.62655,-1.6969,1.284,0.19969,1.5242,0.0015876,-1.129,0.91698,-0.67774,-1.4732,-3.0548,-2.6163,-0.94188,-2.4531,0.27146,-1.9402,0.59049,0.67701,0.017675,-1.4867,-1.714,-0.47177,1.1092,-0.39092,-0.20839,-0.40436,-0.78514,-0.43001,-0.10285,0.96608,-0.09986,-3.8351,-0.21231,0.35414,1.1911,-1.0478,1.5811,-0.82617,2.642,1.0217,-2.2812,-2.6259,-0.67848,0.38937,-1.8647,1.8833,0.62315
