0.059149,-0.32941,-1.3877,-0.058655,0.80665,-0.060727,0.92652,-0.74135,0.22997,0.040002,-1.1762,0.22728,-1.1177,1.2196,0.18287,0.52818,0.24869,0.20185,-1.9131,-0.7234,-1.44,0.96851,-1.0808,0.055808,-0.35158,-0.42477,1.2499,-0.031107,-0.018989,-1.0888,0.28318,-0.29432,-0.40005,-0.4089,-0.93931,0.61789,-0.0037362,0.0035991,-0.13692,-1.0559,-0.93915,0.52533,1.593,-0.54564,0.13529,-0.29049,0.29457,-1.432,-1.1419,-0.54258,-0.10376,-0.46237,-1.2075,-0.64449,0.17719,-0.99959,-0.32238,-0.36521,0.15582,1.1703,0.84064,-0.77102,-0.51606,-0.071663,0.66623,0.7274,-0.50751,-0.84027,-0.056634,0.64499,0.14745,0.05087,1.7091,0.19297,0.50299,1.4753,-0.23001,-0.69444,-0.55392,-1.3552,-0.53542,-1.2481,-0.90237,-1.2428,-1.8307,-0.791,0.087579,0.77438,-0.72926,1.0596,1.9362,0.68249,0.81106,1.7344,0.75006,0.88056,-0.36732,0.2522,0.77643,0.49456,-0.37688
-0.026943,0.69815,-0.59081,-1.9548,-1.5883,0.5906,0.17137,-0.090656,0.84274,-1.9983,-0.52087,1.0585,0.8101,1.9167,1.5374,-0.95887,1.8013,-2.3629,-0.4885,-1.1336,0.23092,-1.3507,-1.2346,0.07738,0.23671,-0.49997,-2.2123,-1.3454,1.0016,0.8715,-0.61107,-1.1648,-0.75998,-0.46028,0.091383,-0.39955,0.11808,-0.84257,0.71048,0.15671,-1.0958,0.057758,-0.92575,0.50079,-0.75678,0.76193,-1.8927,-0.35826,0.45964,-0.81215,-0.23476,1.2507,2.7275,0.30716,-0.15871,-1.2216,0.21779,0.064668,-0.80488,-1.0405,-1.071,-0.66229,-0.64384,0.33055,1.226,-0.026439,2.9228,0.76165,-0.85752,-0.96341,-2.2804,0.25421,-1.6665,-0.50686,-0.061605,-1.3385,-0.43308,-0.19435,-0.0079198,1.2321,0.65844,0.51401,1.1958,0.28044,-0.32532,0.28749,-0.59889,1.0888,-0.23318,0.16967,0.53156,0.48039,-1.4733,-1.0756,0.37347,-0.89273,0.71112,-0.96534,1.2813,0.25759,-1.1827
-0.26441,2.7653,0.57793,0.30063,-0.64063,0.67562,-1.7343,-2.0195,1.2125,0.42905,0.21974,-0.3535,-1.7961,0.35431,-2.3253,-0.2847,2.1428,0.99636,0.9365,-0.69017,0.55,1.977,-0.1094,-0.48682,-1.2804,0.92797,1.0833,0.038938,-0.63526,-1.5862,-1.7651,0.69397,1.4554,0.36421,-0.641,0.094754,0.068391,-0.53408,-0.55966,0.75478,0.87083,0.87145,0.23576,-1.0783,0.19192,1.0896,1.0889,-0.53926,0.48805,0.091457,-1.2954,-0.13762,-0.49006,-1.2694,0.71658,-1.5214,-1.0631,-1.6724,-1.1172,-0.87254,-1.5523,0.10326,-0.72516,0.29758,-0.3422,-0.74682,0.70398,-0.45242,-0.70557,-1.4735,0.75989,-0.50764,-1.3391,-0.67228,-0.50309,-1.1842,-0.18367,-1.5834,-0.90856,0.31217,-1.9593,-0.0374,-1.5793,-0.33199,0.28288,0.92475,0.01882,-1.4007,-0.11867,-1.8547,-0.37637,0.44312,0.77709,-0.75958,0.99365,0.1104,-1.4475,1.7319,-0.66041,0.090588,-1.3506
-0.42783,0.31551,-1.7155,0.72924,0.20329,0.059482,-0.49273,-0.1796,0.48588,0.81173,1.5328,-0.1483,-0.15106,-0.62598,0.62368,-1.639,-1.2484,-0.40373,-0.45726,0.93169,-2.1918,-0.82529,-1.0721,-0.06914,0.56192,-1.8054,-0.73018,-0.90267,0.82579,-0.77443,0.53895,-0.47607,-0.41547,0.61811,0.53085,0.40818,0.1986,0.2448,-1.4213,0.68482,-0.51702,-1.8163,-0.38598,-0.31531,0.86409,-1.4662,0.74563,0.2182,-2.2195,1.678,-1.5845,0.36587,0.31244,-0.19025,-1.7598,-0.98296,1.1059,0.34964,0.059758,1.2346,-1.1551,1.7003,1.4577,-1.441,-0.60813,-0.98598,-0.31802,-2.2308,0.3191,1.1726,-1.1787,-2.4234,0.55348,0.083375,0.088464,-1.2875,-2.1682,-0.16072,1.7166,0.29742,1.6412,0.090276,0.65865,1.2715,0.090875,0.95462,-0.97715,-1.5309,0.86798,0.35412,-0.26347,0.18938,-0.67757,1.0923,-0.011695,1.8612,-0.34534,0.067852,-1.3482,0.14436,0.8754
-0.16394,-2.1668,0.39417,-1.4484,-1.0017,-0.30233,1.1463,1.5777,-0.74528,0.11777,-0.25085,-0.10473,0.032044,-1.4909,-0.46376,1.1709,-0.27168,-1.2805,-1.9172,-1.0157,0.99358,-0.7138,-0.10395,0.061361,1.17,-0.63256,1.2189,0.3385,-0.61477,-0.83339,-0.14064,-0.98121,-1.4823,-0.85462,0.76819,-1.9633,1.1157,0.70207,-1.1574,-0.5043,-1.1917,2.133,1.7373,1.2987,0.72573,-1.1424,-0.26046,-0.063636,-1.6039,-0.53809,2.086,-0.70767,-1.4672,-0.54609,-1.0074,0.95834,-0.72225,-0.25947,1.5071,-0.080434,1.0059,0.0036619,1.5373,0.89312,0.34713,-0.58403,1.0001,1.3583,-0.3107,0.43046,-1.6003,0.26604,-0.46571,-0.39842,0.4906,1.3795,-0.15802,-1.8475,2.4097,-1.8802,-2.2253,-0.84206,-1.7015,-0.73576,0.018007,0.36512,0.51019,0.47995,1.0313,-1.9132,-0.054095,1.5446,-0.64258,0.65879,-1.5864,0.31127,0.83392,3.0692,-0.096511,0.95113,-1.953
-0.36674,-0.93643,0.084108,-0.12798,0.25556,-0.28498,-0.92381,0.05898,-0.90122,0.31702,-2.0242,-0.79449,-0.43579,-0.97305,-0.38084,0.29419,-0.53502,-0.70826,-0.56874,-0.23147,-0.65058,0.32654,-1.0823,-0.37069,-0.078286,0.48485,0.65053,1.5221,-0.1869,0.87001,1.1342,-0.32916,0.010892,0.85561,-0.35586,-0.098707,-0.73016,-1.3562,-1.0749,-0.95128,-1.0653,-0.47515,0.059019,1.062,-0.18337,-0.059963,-0.84223,0.34341,1.9507,0.46609,-0.8093,0.15274,0.86676,-0.28845,0.16559,-0.42091,-0.63644,0.67008,0.035865,0.15485,0.55325,0.50608,-2.1781,-1.527,0.86027,-0.1652,-2.2018,0.74198,0.8553,1.2424,0.71382,-0.45253,2.1096,0.99818,-1.1712,-0.56177,-0.97538,-0.68031,-1.0746,0.34779,-1.418,0.92801,1.4134,0.66995,-2.2641,-1.4278,-0.55993,0.60174,1.0029,1.1397,0.4736,-0.089845,-1.4248,0.079594,-0.68973,-1.5838,0.93437,-0.95492,-1.4897,-1.542,0.55605
-0.16739,1.0684,-0.97462,0.79757,0.76899,1.3696,-0.063593,-0.17046,-1.3994,-2.3729,0.89823,0.033399,-0.23939,-0.10287,1.3039,0.18727,-0.22881,-0.047334,-0.49537,0.31066,-0.36388,-0.9758,-0.49503,0.77438,-0.29106,2.1492,-0.32716,-0.30312,-0.19136,0.27278,-0.90319,1.779,-0.087468,-0.13166,-0.25725,-1.4322,-1.1054,-1.5009,0.0093963,0.65741,1.2728,-0.11938,0.2206,-0.34183,-0.56069,-0.85924,2.1866,-0.9994,-1.3047,0.61258,-0.80471,-1.1056,0.094273,-0.35387,-2.6021,1.7707,-0.1741,-1.1837,-0.33014,-1.691,-0.86199,0.81924,0.26914,0.33593,-0.18332,1.9139,-0.30667,0.75662,0.14613,0.1103,0.029361,-0.66952,-0.70799,-1.2255,-0.24881,1.5479,0.033097,1.2631,-0.24859,0.67456,0.98391,-1.5372,-1.0423,0.10872,-0.0091689,0.22665,0.078713,-0.79728,-0.59451,1.2823,-0.73788,0.24673,0.47687,-1.4813,-0.18089,-1.0147,0.58329,-0.162,1.9,-0.13731,0.37527
-0.46995,-1.711,0.86578,0.042223,-0.49201,-1.8674,0.95926,0.79495,-0.60912,-1.1532,-0.58713,1.3195,1.2017,-0.38373,-1.0495,-1.623,-0.39547,0.62733,0.80195,-0.39535,0.75781,-1.0313,1.5038,-1.3268,-0.96317,-0.72595,-0.20456,-0.70595,-0.57397,1.5372,-0.11914,-1.0517,-0.39108,-1.1854,-0.57109,0.11648,-1.1784,-0.31062,0.0017991,-0.41262,-0.8316,-1.9428,-1.3655,-1.1061,0.0021579,-0.042584,-1.1408,0.59352,-1.4649,0.59185,-0.089824,-0.98673,-0.88548,-0.11351,1.4214,-2.1598,-1.07,-1.2995,-0.42681,0.78883,-1.7486,-2.099,1.2781,-0.76201,-0.52427,-0.023931,-2.0847,-0.27899,-1.4089,2.1358,0.31554,0.76243,-1.3348,-1.9143,0.84527,0.11974,0.36494,-1.3746,-0.47457,0.87338,-0.026375,0.67948,-0.05722,-2.7375,-0.026892,0.67616,-0.97079,-2.0927,-0.090836,1.4079,-0.91472,-1.7208,0.95478,1.4552,-1.9313,-2.0921,-1.1472,0.39726,0.073362,0.22079,1.674
-0.44334,-0.034259,-0.32041,0.61426,-0.065609,-2.3194,1.2811,0.42669,-1.1074,2.0226,0.66381,-1.7178,1.2273,-0.6411,0.66681,0.22863,-0.18383,0.16615,0.82006,0.0892,-1.2133,-1.0207,-0.61176,-2.0471,-0.57211,-1.0242,-1.2057,-0.05938,1.0075,0.57444,-0.50031,-2.0437,-0.76886,0.92386,-0.78963,-0.18409,1.2883,0.44003,0.77796,-2.4138,0.062862,-0.10283,-0.14014,-1.1387,-0.13502,-0.89056,0.95759,-1.0109,0.38611,-0.76707,0.34108,1.0903,0.36174,-0.73386,1.8711,1.9625,0.90861,-0.6185,1.3479,-1.5035,1.8779,-1.7548,1.2469,-0.20054,-1.3199,-1.7486,-0.69636,-1.5899,-0.11794,-3.8051,0.38251,0.4375,-0.31766,0.37225,-1.7973,0.13665,1.2929,1.6525,-2.4178,-0.59707,1.1969,1.0945,-0.50368,1.3084,-0.39769,-0.40713,0.67196,-1.0547,-1.8928,-1.608,-0.61021,0.138,0.19685,-0.23881,-0.20505,1.4765,-0.031321,-1.1597,-2.1445,-0.36005,0.69928
-0.27803,-1.5183,-0.28413,-0.65339,-0.96914,-0.6942,-1.8376,-0.42479,0.048547,-0.76133,0.87396,-2.4898,-0.062167,-0.85276,-0.75122,0.56744,-1.6677,-0.25554,0.28936,0.67636,0.98469,-0.16523,1.7553,1.06,-0.50781,-0.57466,-0.37683,-0.84231,-1.8366,0.010663,-0.34433,1.7486,0.43204,-1.4815,-0.72746,0.19361,0.84383,0.18711,0.43965,0.30996,-0.84226,-0.046731,-0.48033,0.43492,-0.79442,0.62765,-0.65916,0.87492,0.96253,-1.4803,0.025863,-0.2982,-1.5921,1.5511,1.0051,-0.82392,1.0663,1.1861,-0.31726,0.39356,0.76212,0.97128,-1.0401,-0.20655,-0.47291,-1.1915,-0.80381,0.65591,-0.3539,-1.3159,0.59376,-0.82604,-0.55761,0.23029,-0.51037,-0.88684,-0.028477,-0.30174,0.2766,-1.2494,-0.58843,-0.75098,0.11969,0.39548,2.0151,-0.81402,0.50399,0.066707,-0.39807,-1.3641,-0.70552,-2.5489,-0.68885,-1.9327,-0.80313,-0.84063,0.19046,-1.5864,-0.2046,-0.11436,-0.22859
